ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains,id,bayesaverage,yearpublished
193738,Great Western Trail,2016.0,2,4,150,12,29457,8.3,11,3.71,35804.0,"Deck Bag and Pool Building, Hand Management, Ownership, Point to Point Movement, Rondel, Set Collection, Track Movement, Variable Set-up",Strategy Games,193738,7.98235,2016
115746,War of the Ring: Second Edition,2012.0,2,4,180,13,13725,8.49,12,4.14,22281.0,"Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Card Play Conflict Resolution, Deck Bag and Pool Building, Dice Rolling, Hand Management, Hidden Movement, Movement Points, Simulation, Team-Based Game","Thematic Games, Wargames",115746,8.19477,2011
162886,Spirit Island,2017.0,1,4,120,13,25722,8.35,13,4.01,38254.0,"Action Retrieval, Area Majority / Influence, Campaign / Battle Card Driven, Cooperative Game, Events, Hand Management, Modular Board, Set Collection, Simultaneous Action Selection, Solo / Solitaire Game, Variable Player Powers",Strategy Games,162886,8.14076,2017
169786,Scythe,2016.0,1,5,115,14,57871,8.24,14,3.41,75640.0,"Area Majority / Influence, Card Play Conflict Resolution, Force Commitment, Grid Movement, Hexagon Grid, King of the Hill, Movement Points, Moving Multiple Units, Narrative Choice / Paragraph, Solo / Solitaire Game, Tech Trees / Tech Tracks, Variable Player Powers",Strategy Games,169786,7.95455,2016
84876,The Castles of Burgundy,2011.0,2,4,90,12,46507,8.13,15,3.0,63058.0,"Dice Rolling, Grid Coverage, Hexagon Grid, Set Collection, Tile Placement, Turn Order: Stat-Based, Worker Placement with Dice Workers",Strategy Games,84876,8.02537,2011
120677,Terra Mystica,2012.0,2,5,150,12,39284,8.14,16,3.96,42720.0,"End Game Bonuses, Hexagon Grid, Income, Increase Value of Unchosen Resources, Network and Route Building, Tech Trees / Tech Tracks, Turn Order: Pass Order, Variable Player Powers, Variable Set-up, Victory Points as a Resource",Strategy Games,120677,7.86392,2012
173346,7 Wonders Duel,2015.0,2,2,30,10,60302,8.11,17,2.23,94343.0,"Card Drafting, Drafting, Set Collection, Sudden Death Ending, Tug of War",Strategy Games,173346,7.95699,2015
124361,Concordia,2013.0,2,5,100,13,28105,8.12,18,3.03,32014.0,"Action Retrieval, Advantage Token, Auction: Dutch, Card Drafting, Deck Bag and Pool Building, Hand Management, Movement Points, Point to Point Movement, Set Collection, Variable Set-up",Strategy Games,124361,7.9288,2013
28720,Brass: Lancashire,2007.0,2,4,120,14,19400,8.17,19,3.86,25429.0,"Hand Management, Income, Loans, Network and Route Building",Strategy Games,28720,7.95865,2007
266192,Wingspan,2019.0,1,5,70,10,43165,8.11,20,2.42,61775.0,"Card Drafting, Dice Rolling, Drafting, End Game Bonuses, Hand Management, Set Collection, Solo / Solitaire Game","Family Games, Strategy Games",266192,7.85458,2019
177736,A Feast for Odin,2016.0,1,4,120,12,17377,8.2,21,3.84,22794.0,"Automatic Resource Growth, Dice Rolling, Grid Coverage, Income, Pattern Building, Push Your Luck, Solo / Solitaire Game, Tile Placement, Turn Order: Pass Order, Worker Placement",Strategy Games,177736,7.94254,2016
205637,Arkham Horror: The Card Game,2016.0,1,2,120,14,28577,8.17,22,3.44,50883.0,"Action Points, Cooperative Game, Deck Construction, Hand Management, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers","Customizable Games, Thematic Games",205637,7.8954,2016
183394,Viticulture Essential Edition,2015.0,1,6,90,13,29486,8.08,23,2.91,39747.0,"Contracts, Hand Management, Solo / Solitaire Game, Turn Order: Auction, Victory Points as a Resource, Worker Placement, Worker Placement, Different Worker Types",Strategy Games,183394,7.81289,2015
167355,Nemesis,2018.0,1,5,180,12,12290,8.4,24,3.35,17574.0,"Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Hidden Roles, Modular Board, Player Elimination, Semi-Cooperative Game, Solo / Solitaire Game, Team-Based Game, Traitor Game, Variable Player Powers",Thematic Games,167355,7.95039,2018
164928,Orléans,2014.0,2,4,90,12,22244,8.09,25,3.05,27093.0,"Deck Bag and Pool Building, Point to Point Movement, Turn Order: Progressive",Strategy Games,164928,7.85874,2014
96848,Mage Knight Board Game,2011.0,1,4,240,14,27850,8.1,26,4.31,39421.0,"Card Drafting, Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers","Strategy Games, Thematic Games",96848,7.83791,2011
237182,Root,2018.0,2,4,90,10,24412,8.1,27,3.67,37715.0,"Action Queue, Action Retrieval, Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Point to Point Movement, Race, Variable Player Powers","Strategy Games, Wargames",237182,7.88009,2018
3076,Puerto Rico,2002.0,3,5,150,12,63128,7.99,28,3.28,73413.0,"Action Drafting, End Game Bonuses, Follow, Hidden Victory Points, Increase Value of Unchosen Resources, Turn Order: Progressive, Variable Phase Order",Strategy Games,3076,7.75509,2002
175914,Food Chain Magnate,2015.0,2,5,240,14,13863,8.14,29,4.2,16413.0,"Card Drafting, Delayed Purchase, Income, Market, Modular Board, Network and Route Building, Simultaneous Action Selection",Strategy Games,175914,7.77439,2015
102794,Caverna: The Cave Farmers,2013.0,1,7,210,12,28123,8.02,30,3.79,35475.0,"Automatic Resource Growth, Increase Value of Unchosen Resources, Solo / Solitaire Game, Tile Placement, Turn Order: Claim Action, Worker Placement",Strategy Games,102794,7.73831,2013
31260,Agricola,2007.0,1,5,150,12,63498,7.94,31,3.64,75679.0,"Advantage Token, Automatic Resource Growth, Card Drafting, Enclosure, Hand Management, Increase Value of Unchosen Resources, Solo / Solitaire Game, Turn Order: Claim Action, Variable Player Powers, Worker Placement",Strategy Games,31260,7.72911,2007
170216,Blood Rage,2015.0,2,4,90,14,33940,8.0,32,2.88,40664.0,"Action Points, Area Majority / Influence, Area Movement, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",Strategy Games,170216,7.7302,2015
205059,Mansions of Madness: Second Edition,2016.0,1,5,180,14,25116,8.06,33,2.69,39007.0,"Area Movement, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Team-Based Game, Traitor Game, Variable Player Powers",Thematic Games,205059,7.68582,2016
180263,The 7th Continent,2017.0,1,4,1000,14,16868,8.15,34,2.87,30488.0,"Cooperative Game, Grid Movement, Hand Management, Map Addition, Modular Board, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Storytelling, Variable Player Powers",Thematic Games,180263,7.43411,2017
221107,Pandemic Legacy: Season 2,2017.0,2,4,60,14,12100,8.15,35,3.25,24373.0,"Cooperative Game, Hand Management, Legacy Game, Pick-up and Deliver, Point to Point Movement, Set Collection, Trading, Variable Player Powers","Strategy Games, Thematic Games",221107,7.69683,2017
199792,Everdell,2018.0,1,4,80,13,19552,8.08,36,2.81,29225.0,"Card Drafting, End Game Bonuses, Hand Management, Income, Solo / Solitaire Game, Variable Set-up, Worker Placement","Family Games, Strategy Games",199792,7.81679,2018
276025,Maracaibo,2019.0,1,4,120,12,7645,8.29,37,3.87,12042.0,"Contracts, End Game Bonuses, Events, Hand Management, Income, Movement Points, Narrative Choice / Paragraph, Point to Point Movement, Race, Rondel, Scenario / Mission / Campaign Game, Set Collection, Solo / Solitaire Game, Stock Holding, Sudden Death Ending, Tech Trees / Tech Tracks, Track Movement, Variable Set-up",Strategy Games,276025,7.64752,2019
55690,Kingdom Death: Monster,2015.0,1,4,180,17,7553,8.66,38,4.25,10047.0,"Cooperative Game, Dice Rolling, Grid Movement, Role Playing, Solo / Solitaire Game, Storytelling",Thematic Games,55690,7.62667,2015
2651,Power Grid,2004.0,2,6,120,12,56214,7.86,39,3.27,66489.0,"Auction/Bidding, Auction: Turn Order Until Pass, Catch the Leader, Income, Market, Network and Route Building, Turn Order: Stat-Based",Strategy Games,2651,7.68376,2004
126163,Tzolk'in: The Mayan Calendar,2012.0,2,4,90,13,30790,7.9,40,3.67,35520.0,"Bias, End Game Bonuses, Turn Order: Claim Action, Worker Placement",Strategy Games,126163,7.68529,2012
284083,The Crew: The Quest for Planet Nine,2019.0,2,5,20,10,15027,8.02,41,1.99,31356.0,"Communication Limits, Cooperative Game, Hand Management, Scenario / Mission / Campaign Game, Trick-taking","Family Games, Strategy Games",284083,7.62539,2019
209010,Mechs vs. Minions,2016.0,2,4,120,14,14056,8.05,42,2.41,20196.0,"Action Queue, Bias, Card Drafting, Cooperative Game, Dice Rolling, Modular Board, Programmed Movement, Role Playing, Variable Player Powers","Strategy Games, Thematic Games",209010,7.63303,2016
247763,Underwater Cities,2018.0,1,4,150,12,9979,8.13,43,3.58,13474.0,"End Game Bonuses, Hand Management, Income, Network and Route Building, Solo / Solitaire Game, Turn Order: Stat-Based, Worker Placement",Strategy Games,247763,7.77346,2018
164153,Star Wars: Imperial Assault,2014.0,1,5,120,14,20512,8.02,44,3.3,35018.0,"Dice Rolling, Die Icon Resolution, Grid Movement, Line of Sight, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Team-Based Game, Variable Player Powers",Thematic Games,164153,7.65432,2014
216132,Clans of Caledonia,2017.0,1,4,120,12,14835,8.01,45,3.46,17634.0,"Commodity Speculation, Contracts, Market, Modular Board, Network and Route Building, Solo / Solitaire Game, Turn Order: Pass Order, Variable Player Powers, Variable Set-up",Strategy Games,216132,7.67394,2017
185343,Anachrony,2017.0,1,4,120,15,11585,8.1,46,4.0,15513.0,"Dice Rolling, Solo / Solitaire Game, Tug of War, Turn Order: Claim Action, Variable Player Powers, Worker Placement, Worker Placement, Different Worker Types",Strategy Games,185343,7.73532,2017
35677,Le Havre,2008.0,1,5,150,12,26494,7.87,47,3.74,29701.0,"Automatic Resource Growth, End Game Bonuses, Increase Value of Unchosen Resources, Loans, Ownership, Solo / Solitaire Game, Worker Placement",Strategy Games,35677,7.66027,2008
192135,Too Many Bones,2017.0,1,4,120,12,6055,8.45,48,3.85,9087.0,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Die Icon Resolution, Hand Management, Resource to Move, Role Playing, Roles with Asymmetric Information, Solo / Solitaire Game, Stat Check Resolution, Turn Order: Role Order, Variable Player Powers","Strategy Games, Thematic Games",192135,7.86257,2017
25613,Through the Ages: A Story of Civilization,2006.0,2,4,120,12,18004,7.93,49,4.17,17423.0,"Action Points, Auction/Bidding, Auction: Dutch, Card Drafting, Hand Management",Strategy Games,25613,7.55522,2006
230802,Azul,2017.0,2,4,45,8,53615,7.83,50,1.77,79526.0,"Card Drafting, End Game Bonuses, Pattern Building, Set Collection, Tile Placement, Turn Order: Claim Action","Abstract Games, Family Games",230802,7.61107,2017
285774,Marvel Champions: The Card Game,2019.0,1,4,90,14,9616,8.2,51,2.8,16713.0,"Cooperative Game, Deck Construction, Hand Management, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers, Variable Set-up",Customizable Games,285774,7.78932,2019
72125,Eclipse,2011.0,2,6,180,14,26165,7.89,52,3.7,26710.0,"Area Majority / Influence, Dice Rolling, Grid Movement, Hexagon Grid, Map Addition, Modular Board, Player Elimination, Tile Placement, Variable Phase Order, Variable Player Powers",Strategy Games,72125,7.59316,2011
266507,Clank! Legacy: Acquisitions Incorporated,2019.0,2,4,120,13,3295,8.79,53,2.7,7209.0,"Card Drafting, Deck Bag and Pool Building, Legacy Game, Once-Per-Game Abilities, Point to Point Movement, Push Your Luck",Thematic Games,266507,7.93959,2019
124742,Android: Netrunner,2012.0,2,2,45,14,26748,7.87,54,3.38,41315.0,"Action Points, Deck Construction, Hand Management, Secret Unit Deployment, Take That, Variable Player Powers",Customizable Games,124742,7.65391,2012
121921,Robinson Crusoe: Adventures on the Cursed Island,2012.0,1,4,120,14,34179,7.84,55,3.78,52934.0,"Action Queue, Cooperative Game, Dice Rolling, Hexagon Grid, Narrative Choice / Paragraph, Solo / Solitaire Game, Tile Placement, Variable Player Powers, Worker Placement",Thematic Games,121921,7.55232,2012
171623,The Voyages of Marco Polo,2015.0,2,4,100,12,20240,7.87,56,3.19,22601.0,"Contracts, Dice Rolling, Income, Point to Point Movement, Resource to Move, Set Collection, Turn Order: Claim Action, Variable Player Powers, Variable Set-up, Worker Placement with Dice Workers",Strategy Games,171623,7.54883,2015
125153,The Gallerist,2015.0,1,4,150,13,9705,8.04,57,4.28,13057.0,"Commodity Speculation, Investment, Set Collection, Solo / Solitaire Game, Worker Placement",Strategy Games,125153,7.65876,2015
251247,Barrage,2019.0,1,4,120,14,6500,8.22,58,4.02,8963.0,"Action Drafting, Contracts, End Game Bonuses, Income, Network and Route Building, Solo / Solitaire Game, Turn Order: Stat-Based, Variable Player Powers, Variable Set-up, Worker Placement",Strategy Games,251247,7.83721,2019
28143,Race for the Galaxy,2007.0,2,4,60,12,46393,7.76,59,2.98,56264.0,"Follow, Hand Management, Set Collection, Simultaneous Action Selection, Turn Order: Role Order, Variable Phase Order, Variable Player Powers",Strategy Games,28143,7.61909,2007
159675,Fields of Arle,2014.0,1,2,120,13,8111,8.09,60,3.88,12561.0,"Automatic Resource Growth, Highest-Lowest Scoring, Income, Solo / Solitaire Game, Worker Placement",Strategy Games,159675,7.59665,2014
68448,7 Wonders,2010.0,2,7,30,10,84371,7.75,61,2.33,112410.0,"Card Drafting, Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers","Family Games, Strategy Games",68448,7.55339,2010
229853,Teotihuacan: City of Gods,2018.0,1,4,120,14,12970,7.95,62,3.77,18082.0,"Area Movement, Rondel, Set Collection, Solo / Solitaire Game, Tile Placement, Track Movement, Variable Set-up, Worker Placement, Worker Placement with Dice Workers",Strategy Games,229853,7.57026,2018
201808,Clank!: A Deck-Building Adventure,2016.0,2,4,60,12,27893,7.81,63,2.21,36265.0,"Card Drafting, Deck Bag and Pool Building, Drafting, End Game Bonuses, Pick-up and Deliver, Player Elimination, Point to Point Movement, Push Your Luck, Variable Set-up","Family Games, Strategy Games",201808,7.60116,2016
244521,The Quacks of Quedlinburg,2018.0,2,4,45,10,22327,7.82,64,1.94,34053.0,"Catch the Leader, Deck Bag and Pool Building, Dice Rolling, Push Your Luck, Variable Set-up",Family Games,244521,7.66855,2018
157354,Five Tribes,2014.0,2,4,80,13,32265,7.78,66,2.86,41676.0,"Auction/Bidding, Constrained Bidding, End Game Bonuses, Hidden Victory Points, Mancala, Modular Board, Set Collection, Square Grid, Turn Order: Auction, Variable Player Powers, Variable Set-up, Victory Points as a Resource",Strategy Games,157354,7.61055,2014
62219,Dominant Species,2010.0,2,6,240,14,18018,7.85,67,4.04,19494.0,"Area Majority / Influence, Card Drafting, Grid Movement, Hexagon Grid, Map Addition, Modular Board, Take That, Tile Placement, Variable Player Powers, Worker Placement",Strategy Games,62219,7.55788,2010
184267,On Mars,2020.0,1,4,150,14,5781,8.3,68,4.63,10719.0,"Area Majority / Influence, Contracts, Delayed Purchase, Drafting, End Game Bonuses, Hand Management, Hexagon Grid, Income, Movement Points, Moving Multiple Units, Point to Point Movement, Set Collection, Solo / Solitaire Game, Tech Trees / Tech Tracks, Tile Placement, Variable Phase Order, Worker Placement",Strategy Games,184267,7.7445,2020
161533,Lisboa,2017.0,1,4,120,12,6693,8.18,69,4.57,10212.0,"Area Majority / Influence, Card Drafting, Hand Management, Solo / Solitaire Game, Tile Placement",Strategy Games,161533,7.71019,2017
191189,Aeon's End,2016.0,1,4,60,14,10899,8.02,70,2.76,16345.0,"Card Drafting, Cooperative Game, Deck Bag and Pool Building, Delayed Purchase, Hand Management, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers, Variable Set-up",Strategy Games,191189,7.58603,2016
110327,Lords of Waterdeep,2012.0,2,5,120,12,45929,7.75,71,2.46,56283.0,"Card Drafting, Contracts, Hidden Roles, Increase Value of Unchosen Resources, Ownership, Set Collection, Take That, Turn Order: Claim Action, Worker Placement",Strategy Games,110327,7.58372,2012
266810,Paladins of the West Kingdom,2019.0,1,4,120,12,8248,8.07,72,3.67,15192.0,"Card Drafting, Market, Solo / Solitaire Game, Worker Placement, Worker Placement, Different Worker Types",Strategy Games,266810,7.66184,2019
122515,Keyflower,2012.0,2,6,120,12,19003,7.8,73,3.35,22067.0,"Auction/Bidding, Auction: Fixed Placement, Constrained Bidding, End Game Bonuses, Hexagon Grid, Memory, Modular Board, Multiple-Lot Auction, Network and Route Building, Ownership, Set Collection, Tile Placement, Turn Order: Auction, Worker Placement, Worker Placement, Different Worker Types",Strategy Games,122515,7.50618,2012
200680,Agricola (Revised Edition),2016.0,1,4,120,12,9491,8.04,74,3.5,13144.0,"Card Drafting, Enclosure, Hand Management, Worker Placement, Advantage Token, Automatic Resource Growth, Increase Value of Unchosen Resources, Solo / Solitaire Game, Team-Based Game, Turn Order: Claim Action, Variable Player Powers",Strategy Games,200680,7.64968,2016
256960,Pax Pamir: Second Edition,2019.0,1,5,120,13,4373,8.43,75,3.75,8538.0,"Action Points, Area Majority / Influence, Area Movement, Card Drafting, Hand Management, Increase Value of Unchosen Resources, Score-and-Reset Game, Simulation, Solo / Solitaire Game",Strategy Games,256960,7.76647,2019
264220,Tainted Grail: The Fall of Avalon,2019.0,1,4,120,14,6134,8.41,76,3.28,12918.0,"Area Movement, Campaign / Battle Card Driven, Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Hand Management, Map Addition, Modular Board, Narrative Choice / Paragraph, Push Your Luck, Role Playing, Solo / Solitaire Game, Storytelling, Variable Player Powers",Thematic Games,264220,7.50466,2019
18602,Caylus,2005.0,2,5,150,12,26796,7.77,77,3.8,26714.0,"Ownership, Turn Order: Claim Action, Turn Order: Pass Order, Variable Set-up, Worker Placement",Strategy Games,18602,7.49513,2005
236457,Architects of the West Kingdom,2018.0,1,5,80,12,16886,7.83,78,2.77,24145.0,"Drafting, Solo / Solitaire Game, Variable Player Powers, Worker Placement",Strategy Games,236457,7.51674,2018
93,El Grande,1995.0,2,5,120,12,23545,7.75,79,3.05,22629.0,"Action Drafting, Area Majority / Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory, Simultaneous Action Selection, Turn Order: Progressive, Turn Order: Stat-Based",Strategy Games,93,7.58901,1995
12493,Twilight Imperium: Third Edition,2005.0,3,6,240,14,18302,7.84,80,4.25,20048.0,"Action Points, Area-Impulse, Dice Rolling, Follow, Hexagon Grid, Increase Value of Unchosen Resources, Modular Board, Player Elimination, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting","Strategy Games, Thematic Games",12493,7.46749,2005
37111,Battlestar Galactica: The Board Game,2008.0,3,6,180,14,32889,7.74,81,3.24,35758.0,"Area Movement, Dice Rolling, Hand Management, Hidden Roles, Once-Per-Game Abilities, Role Playing, Semi-Cooperative Game, Team-Based Game, Traitor Game, Variable Player Powers, Variable Set-up, Voting",Thematic Games,37111,7.52805,2008
146021,Eldritch Horror,2013.0,1,8,240,14,29347,7.81,82,3.32,43238.0,"Action Points, Cooperative Game, Dice Rolling, Point to Point Movement, Role Playing, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers",Thematic Games,146021,7.49522,2013
73439,Troyes,2010.0,2,4,90,12,18930,7.76,83,3.46,21299.0,"Area Majority / Influence, Dice Rolling, End Game Bonuses, Hidden Victory Points, Lose a Turn, Ownership, Set Collection, Solo / Solitaire Game, Turn Order: Progressive, Worker Placement, Worker Placement with Dice Workers, Worker Placement, Different Worker Types",Strategy Games,73439,7.49357,2010
205896,Rising Sun,2018.0,3,5,120,14,15767,7.88,84,3.28,20763.0,"Action Drafting, Alliances, Area Majority / Influence, Area Movement, Auction: Sealed Bid, Betting and Bluffing, Drafting, End Game Bonuses, Follow, Force Commitment, Negotiation, Set Collection, Simultaneous Action Selection, Take That, Variable Phase Order, Variable Player Powers, Variable Set-up",Strategy Games,205896,7.45375,2018
40834,Dominion: Intrigue,2009.0,2,4,30,13,30118,7.72,85,2.42,43570.0,"Deck Bag and Pool Building, Hand Management",Strategy Games,40834,7.50343,2009
172386,Mombasa,2015.0,2,4,150,12,10954,7.88,86,3.9,13057.0,"Action Queue, Area Majority / Influence, Card Drafting, Deck Bag and Pool Building, Hand Management, Investment, Simultaneous Action Selection, Stock Holding, Variable Player Powers, Worker Placement",Strategy Games,172386,7.48255,2015
182874,Grand Austria Hotel,2015.0,2,4,120,12,12604,7.85,87,3.22,15014.0,"Action Drafting, Contracts, Dice Rolling, End Game Bonuses, Hand Management, Once-Per-Game Abilities, Set Collection, Variable Player Powers, Variable Set-up",Strategy Games,182874,7.71057,2015
269385,The Lord of the Rings: Journeys in Middle-Earth,2019.0,1,5,120,14,8822,8.08,88,2.57,15716.0,"Cooperative Game, Deck Bag and Pool Building, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers",Thematic Games,269385,7.48519,2019
163412,Patchwork,2014.0,2,2,30,8,46536,7.66,89,1.64,68860.0,"Card Drafting, Grid Coverage, Income, Square Grid, Tile Placement, Time Track, Victory Points as a Resource","Abstract Games, Family Games",163412,7.47548,2014
170042,Raiders of the North Sea,2015.0,2,4,80,12,15990,7.79,90,2.53,21145.0,"Dice Rolling, Hand Management, Set Collection, Worker Placement, Worker Placement, Different Worker Types",Strategy Games,170042,7.50357,2015
144733,Russian Railroads,2013.0,2,4,120,12,14845,7.77,91,3.41,14737.0,"End Game Bonuses, Worker Placement",Strategy Games,144733,7.46494,2013
42,Tigris & Euphrates,1997.0,2,4,90,12,25321,7.7,92,3.51,28348.0,"Area Majority / Influence, Area Movement, Connections, Hand Management, Highest-Lowest Scoring, Income, Pieces as Map, Set Collection, Square Grid, Tile Placement",Strategy Games,42,7.50789,1997
178900,Codenames,2015.0,2,8,15,14,67688,7.62,93,1.29,107682.0,"Communication Limits, Memory, Push Your Luck, Team-Based Game",Party Games,178900,7.43306,2015
132531,Roll for the Galaxy,2014.0,2,5,45,13,26421,7.67,94,2.77,32192.0,"Action Retrieval, Contracts, Dice Rolling, Follow, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",Strategy Games,132531,7.40901,2014
102680,Trajan,2011.0,2,4,120,12,14728,7.76,95,3.65,17181.0,"Area Movement, Card Drafting, Hand Management, Mancala, Rondel, Set Collection",Strategy Games,102680,7.47115,2011
203993,Lorenzo il Magnifico,2016.0,2,4,120,12,9140,7.89,96,3.28,11494.0,"Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers",Strategy Games,203993,7.49416,2016
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1982.0,1,8,120,13,17236,7.73,97,2.68,32905.0,"Cooperative Game, Solo / Solitaire Game, Storytelling",Thematic Games,2511,7.37213,1981
36218,Dominion,2008.0,2,4,30,13,78089,7.62,98,2.36,101839.0,"Deck Bag and Pool Building, Delayed Purchase, Hand Management, Take That, Variable Set-up",Strategy Games,36218,7.47479,2008
30549,Pandemic,2008.0,2,4,45,8,102214,7.61,99,2.41,155312.0,"Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers","Family Games, Strategy Games",30549,7.40992,2008
198928,Pandemic: Iberia,2016.0,2,5,45,8,8359,7.92,100,2.58,14808.0,"Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Solo / Solitaire Game, Trading, Variable Player Powers",Strategy Games,198928,7.43686,2016
172287,Champions of Midgard,2015.0,2,4,90,10,13345,7.77,101,2.59,19380.0,"Dice Rolling, Set Collection, Variable Player Powers, Worker Placement",Strategy Games,172287,7.41822,2015
225694,Decrypto,2018.0,3,8,45,12,11690,7.79,102,1.83,18890.0,"Communication Limits, Targeted Clues, Team-Based Game",Party Games,225694,7.54513,2018
127023,Kemet,2012.0,2,5,120,13,16277,7.72,103,3.01,18747.0,"Action Points, Area Majority / Influence, Area Movement, Card Drafting, Card Play Conflict Resolution, Hand Management",Strategy Games,127023,7.3746,2012
196340,Yokohama,2016.0,2,4,90,14,8865,7.85,104,3.27,12088.0,"Contracts, End Game Bonuses, Grid Movement, Modular Board, Network and Route Building, Set Collection, Variable Set-up, Worker Placement, Worker Placement, Different Worker Types",Strategy Games,196340,7.44381,2016
